Bcode,YEAR,VAR,LOCATION,CLASS,CAVOL,FPROT,FSDS,FSR_S,FSR_W,FSR_C,BKFYELD
200900006,20,CF15004-1,PLAZA,Common,1225,8.6,10.2,NA,53.9,NA,46.3
200900007,20,CF15008-23,PLAZA,Common,1305,7.3,9.6,NA,52.3,NA,48
200900008,20,CF15011-5,PLAZA,Common,1305,7.3,7.6,NA,54.5,NA,47.7
200900009,20,CF15011-8,PLAZA,Common,1300,9,9.9,NA,55.5,NA,48.1
200900010,20,CF15017-3,PLAZA,Common,1310,7.1,7,NA,55.3,NA,49.9
200900011,20,CF15017-14,PLAZA,Common,1250,8.5,7.9,NA,56.2,NA,47.4
200900012,20,CF15018-4,PLAZA,Common,1255,8.1,8.4,NA,56.3,NA,45.5
200900013,20,CF15020-19,PLAZA,Club,1210,8.9,9.6,NA,55.2,NA,47.6
200900014,20,CF15022-10,PLAZA,Common,1250,8.8,12.8,NA,55.6,NA,47.7
200900015,20,CF15024-12,PLAZA,Common,1265,7.2,8.4,NA,55.4,NA,49.1
200900016,20,CF15034-6,PLAZA,Common,1295,7.7,9.3,NA,54.1,NA,51.6
200900017,20,CF15037-3,PLAZA,Common,1325,7.3,11.9,NA,55.9,NA,48.5
200900018,20,CF15037-11,PLAZA,Common,1325,8.6,11.9,NA,60,NA,48.9
200900019,20,CF15039-6,PLAZA,Common,1300,8.5,10.8,NA,58.3,NA,48.1
200900020,20,CF15039-9,PLAZA,Common,1335,6.8,9.6,NA,55.9,NA,48.9
200900021,20,CF15039-12,PLAZA,Common,1315,8.8,12.2,NA,56.8,NA,49
200900022,20,CF15039-13,PLAZA,Common,1335,8.8,16,NA,57.4,NA,49.2
200900023,20,CF15040-15,PLAZA,Common,1325,7.1,11,NA,55.9,NA,47.4
200900024,20,CF15041-2,PLAZA,Common,1300,7.3,9.9,NA,55.6,NA,51.8
200900025,20,CF15041-3,PLAZA,Common,1315,6.8,8.1,NA,55.7,NA,50.2
200900026,20,CF15042-4,PLAZA,Common,1275,7.7,8.4,NA,55.5,NA,48.5
200900027,20,CF15043-2,PLAZA,Common,1310,7.1,9.3,NA,55.1,NA,49.6
200910001,20,SW15095-1,LIND,Common,1145,9,11.3,NA,52.2,NA,48.1
200910002,20,SW15004-10,LIND,Common,1220,8.5,11.9,NA,54.3,NA,48
200910003,20,SW15029-1,LIND,Common,1260,8,10.5,NA,52.9,NA,48.2
200910004,20,SW15100-2,LIND,Common,1235,8.3,9,NA,56,NA,50.3
200910005,20,SW15100-1,LIND,Common,1275,8,7.9,NA,54.4,NA,50.4
200910006,20,SW15130-4,LIND,Common,1275,7.8,7.9,NA,54.2,NA,52.3
200910007,20,SW15102-3,LIND,Club,1240,8.5,8.4,NA,54,NA,47.3
200910008,20,WA8312,LIND,Club,1220,9.3,6.7,NA,50.1,NA,50.2
200910009,20,WA8325,LIND,Club,1220,7.7,7.9,NA,54.5,NA,49.3
200910010,20,SW13034-6,LIND,Common,1260,8.5,11.9,NA,55.1,NA,51.3
200910011,20,SW14124-4,LIND,Common,1300,9.1,11.6,NA,56.5,NA,47.9
200910012,20,WA8321,LIND,Common,1230,8,9.3,NA,47.2,NA,47.4
200910013,20,WA8323,LIND,Common,1265,7.3,8.4,NA,55.7,NA,50.4
200910014,20,SW14210-2,LIND,Common,1280,8,8.1,NA,54.5,NA,49.6
200910015,20,WSBC15050-4,LIND,Common,1280,9.7,12.2,NA,54.1,NA,47.9
200910016,20,WSBC15041-4,LIND,Common,1285,9.6,7,NA,59.2,NA,44.8
200910017,20,WHITYR15-17,LIND,Common,1285,9.4,13.7,NA,56.7,NA,47.8
200910018,20,WSBC15044-5,LIND,Common,1235,9.9,11,NA,55.7,NA,47.2
200910019,20,WSBC15043-6,LIND,Common,1230,8.2,7.9,NA,56.9,NA,48
200910020,20,MELBA,LIND,Club,1240,8.5,6.7,NA,56.5,NA,49.8
200910021,20,RYAN,LIND,Common,1250,8.5,10.5,NA,55.5,NA,47.8
200910022,20,LOUISE,LIND,Common,1230,8.4,9.9,NA,56.9,NA,47.9
200910023,20,SEAHAWK,LIND,Common,1290,8.6,10.8,NA,58.3,NA,48.1
200990060,20,13X0828-0-0-17,LIND,Club,1210,10.7,7.3,88.1,56,58.4,44.4
200990080,20,BRUEHL,LIND,Club,1260,9.8,6.4,87,53.4,57.7,45
200990081,20,CRESCENT,LIND,Club,1290,10.2,3.8,91.8,55.4,63.2,47.5
200990082,20,CASTELLA,LIND,Club,1320,9.3,6.7,84.7,52.1,60.1,47.5
200990087,20,PRITCHETT,LIND,Club,1275,9.4,4.7,89.5,57.2,59.5,46
201000001,20,WA8317,PENDLETON,Club,1235,6.9,3.5,73.7,47.9,62.5,44
201000002,20,ARSX12015-68CBW,PENDLETON,Club,1260,6.4,5.5,68.5,46,58.7,50.9
201000003,20,12X078-0-0-0-63D,PENDLETON,Club,1245,7.8,6.4,72.8,48.7,59.8,47.8
201000004,20,ARSX09500-17CBW,PENDLETON,Club,1270,8,6.4,71.4,48.5,63.2,48.9
201000005,20,12X075-0-0-0-60D,PENDLETON,Club,1310,8.6,8.4,74.9,48.1,62.3,45.6
201000006,20,ARS09X500-14*CBW,PENDLETON,Club,1300,8.3,7,71.8,48.6,61,50.2
201000007,20,12X099-0-0-0-66D,PENDLETON,Club,1325,6.5,3.5,72,49.6,62.1,49.9
201000008,20,ARS09X492-6CBW,PENDLETON,Club,1325,7.2,2.6,68.6,47.1,61.7,52.1
201000009,20,12X097-0-0-0-34D,PENDLETON,Club,1335,7.8,3.2,69.7,48.1,59.1,49.7
201000010,20,12X078-0-0-0-51D,PENDLETON,Club,1265,7.5,6.7,70.9,47.3,59.6,48.9
201000011,20,12X097-0-0-0-63D,PENDLETON,Club,1345,6.8,2.9,71,47.8,62.4,51.6
201000012,20,12X076-0-0-0-3S,PENDLETON,Club,1250,6.9,8.7,75,50.1,62.9,50.4
201000013,20,12X097-0-0-0-21D,PENDLETON,Club,1330,6.3,3.2,71.5,48.6,63.1,49
201000014,20,12X076-0-0-0-2S,PENDLETON,Club,1245,6.9,6.1,74.4,48.5,59.5,48.4
201000015,20,12X099-0-0-0-55D,PENDLETON,Club,1225,7.3,5,72,48.9,58.8,47.1
201000016,20,12X082-0-0-0-4S,PENDLETON,Club,1270,6.8,7,57.7,46.7,58.2,49.6
201000017,20,ARSX12097-8D,PENDLETON,Club,1330,6.2,2.9,71.8,48.5,62.6,51.5
201000018,20,12X076-0-0-0-9S,PENDLETON,Club,1300,6.2,5,75.5,49.7,62.1,50.8
201000019,20,12X097-0-0-0-12D,PENDLETON,Club,1320,7,3.5,71.2,48.1,60.2,50.1
201000020,20,ARS14DH1122-44,PENDLETON,Club,1230,7,3.8,73,51,62.3,49
201000021,20,ARSX12099-158,PENDLETON,Club,1225,7.8,2.6,71,45.5,59.5,46.4
201000022,20,13DH0830-12,PENDLETON,Club,1260,7.5,7,75.1,48.1,60.7,46.3
201000023,20,12X076-0-0-0-1S,PENDLETON,Club,1260,6.9,6.7,76.4,48.8,62.3,50.4
201000024,20,ARS14DH1122-26,PENDLETON,Club,1265,7,4.1,75.4,48,61.3,47.4
201000025,20,12X078-0-0-0-5S,PENDLETON,Club,1205,8.1,6.4,74.2,51.6,57.7,47
201000026,20,13DH0830-9,PENDLETON,Club,1245,6.8,5,80.1,49.2,63,48.4
201000027,20,14DH1014-9,PENDLETON,Club,1250,7,4.4,74.9,51.4,67.3,48.9
201000028,20,14DH1011-11,PENDLETON,Club,1200,5.6,3.2,78.1,52,62.5,48.5
201000029,20,14DH1014-30,PENDLETON,Club,1265,7.3,4.4,69.9,48.9,63.8,49.5
201000030,20,12X087-0-0-0-T-6,PENDLETON,Club,1230,6.8,5.5,74.8,50,60.2,49.5
201000031,20,14DH1127-3,PENDLETON,Club,1280,7.1,5.5,73.5,47.3,61,47.3
201000032,20,12X076-0-0-0-T-4,PENDLETON,Club,1335,6.1,6.4,76.1,48.3,61.7,52.4
201000033,20,14DH1122-43,PENDLETON,Club,1230,8.3,7.3,78.9,50.7,61.6,47.8
201000034,20,12X076-0-0-0-T-9,PENDLETON,Club,1280,6.8,6.1,76.2,49.7,63.3,50
201000035,20,14DH1127-2,PENDLETON,Club,1275,6.7,6.7,73.3,47.7,61.8,47.1
201000036,20,12X086-0-0-0-T-7,PENDLETON,Club,1230,7.3,7.9,74.8,48.4,60,48.9
201000037,20,12X078-0-0-0-T-12,PENDLETON,Club,1215,8.2,5.8,74.2,47.7,59.2,45.6
201000038,20,12X086-0-0-0-T-10,PENDLETON,Club,1210,6.6,5,75.9,50.5,63.1,45.9
201000039,20,12X074-0-0-0-T-8,PENDLETON,Club,1215,8,5,77.9,50.3,61.8,45.6
201000040,20,12X076-0-0-0-T-5,PENDLETON,Club,1235,7.9,7.3,78.6,51,63.9,43.8
201000041,20,12X086-0-0-0-T-1,PENDLETON,Club,1275,6.4,6.4,72.6,47.9,62,46.7
201000042,20,12X099-0-0-0-T-10,PENDLETON,Club,1290,6.4,5.5,71.1,46.9,59.3,49.5
201000043,20,12X086-0-0-0-T-3,PENDLETON,Club,1205,7.1,7.3,73.6,48.3,61,47.7
201000044,20,08X038-0-59-1,PENDLETON,Club,1255,6.4,6.1,71.1,46.8,61.4,52.7
201000045,20,RS12X099-0-0-252-12,PENDLETON,Club,1270,6.7,7,74.3,47,62.4,48.1
201000046,20,RS12X074-0-0-169-5,PENDLETON,Club,1285,7.8,5.3,75.8,47.7,60.5,48.5
201000047,20,RS12X099-0-0-81-9,PENDLETON,Club,1210,7.5,6.7,73.5,45.1,58,45.6
201000048,20,08X038-0-53-1,PENDLETON,Club,1170,8,8.7,75.1,48.5,61.1,47.1
201000049,20,RS12X099-0-0-114-11,PENDLETON,Club,1215,6.8,6.1,72.9,46.9,63.5,48.1
201000050,20,RS15X1476-2-C-9,PENDLETON,Club,1190,6.6,5,70.5,47.7,60.6,46.9
201000051,20,08X038-0-62-1,PENDLETON,Club,1225,6.8,4.7,74.3,47.6,60.8,45.1
201000052,20,RS12X099-0-0-110-9,PENDLETON,Club,1250,5.9,4.7,70.2,45.5,60.7,48.4
201000053,20,RS12X074-0-0-216-5,PENDLETON,Club,1255,7,6.4,76,50.1,63.1,48.2
201000054,20,RS12X084-0-0-25-9,PENDLETON,Club,1285,7.4,5.5,70.6,46.1,61.9,47.5
201000055,20,RS12X074-0-0-81-12,PENDLETON,Club,1305,7.6,7.3,76.1,47,59.8,50.3
201000056,20,RS12X099-0-0-252-4,PENDLETON,Club,1215,7,7.9,73.8,47.3,60.6,48.8
201000057,20,RS12X099-0-0-95-4,PENDLETON,Club,1185,7.1,6.1,73.8,47.7,63.9,36.2
201000058,20,08X038-0-61-1,PENDLETON,Club,1185,6.9,6.7,71.4,47.7,58.6,50.3
201000059,20,RS12X074-0-0-81-4,PENDLETON,Club,1190,7.9,7,78.3,50.7,62.4,45.8
201000060,20,08X038-0-51-1,PENDLETON,Club,1245,6.8,7,72.6,47,62.5,50.5
201000061,20,08X038-0-58-1,PENDLETON,Club,1230,6.8,6.4,71.7,47.6,60.2,51.3
201000062,20,RS12X099-0-0-126-2,PENDLETON,Club,1200,7.3,3.8,72.7,48,56.6,48.3
201000063,20,14DH1014-21,PENDLETON,Club,1255,6.6,6.4,72.3,48.4,58.9,50.9
201000064,20,13DH0825-48,PENDLETON,Club,1245,7.8,9.3,77.7,47,59.2,46.3
201000065,20,14DH1074-9,PENDLETON,Club,1260,6.8,5,70.3,49.7,57.8,51.2
201000066,20,BRUEHL,PENDLETON,Club,1235,10.2,7,77.4,47,56.8,43.7
201000067,20,CRESCENT,PENDLETON,Club,1335,8.3,4.7,76.8,48.5,59.4,49.6
201000073,20,PRITCHETT,PENDLETON,Club,1225,10.8,5.8,75.4,49.4,56.8,45.5
201010001,20,PRITCHETT,PULLMAN,Club,1300,6.7,2.9,NA,48.2,NA,45.2
201010003,20,CASTELLA,PULLMAN,Club,1265,7.2,7.3,NA,47.8,NA,47.6
201010004,20,BRUEHL,PULLMAN,Club,1305,6.8,7.3,NA,48.2,NA,45.7
201010005,20,SELBU2,PULLMAN,Common,1280,6.6,5.8,NA,50.1,NA,49.6
201010008,20,13X0828-0-0-112,PULLMAN,Club,1260,7.5,6.4,NA,50,NA,44.8
201010033,20,14DH1127-8,PULLMAN,Club,1270,7.8,5.3,NA,48.8,NA,47.5
201010034,20,13DH0830-37,PULLMAN,Club,1225,8.3,4.4,NA,50.1,NA,50.4
201010035,20,13DH0825-51,PULLMAN,Club,1220,8.2,9,NA,49.2,NA,46.6
201010036,20,13DH0830-18,PULLMAN,Club,1170,7.3,5.5,NA,50.2,NA,45.8
201010037,20,13DH0830-26,PULLMAN,Club,1200,7.9,7.6,NA,47.5,NA,44.3
201010038,20,13DH0830-15,PULLMAN,Club,1225,8.2,5,NA,49.2,NA,48.6
201010039,20,14DH1127-3,PULLMAN,Club,1280,7.2,7,NA,49.4,NA,45.9
201010040,20,14DH1014-8,PULLMAN,Club,1275,7.3,3.8,NA,50.5,NA,48
201010041,20,14DH1014-25,PULLMAN,Club,1245,7.3,6.1,NA,48.1,NA,50.5
201010042,20,14DH1014-4,PULLMAN,Club,1280,8.5,4.1,NA,49.7,NA,48.3
201010043,20,13DH0825-67,PULLMAN,Club,1200,8.6,9.9,NA,49.8,NA,45.3
201010044,20,14DH1127-2,PULLMAN,Club,1285,7.8,7.9,NA,47.6,NA,46.9
201010045,20,13DH0830-3,PULLMAN,Club,1235,8.8,7,NA,49.2,NA,47.1
201010055,20,13DH0830-20,PULLMAN,Club,1140,7.8,4.1,NA,49.5,NA,48.6
201010056,20,14DH1122-40,PULLMAN,Club,1190,8.1,7,NA,52,NA,49.7
201010057,20,14DH1122-42,PULLMAN,Club,1255,7.5,7.6,NA,51.7,NA,50.1
201010058,20,14DH1011-19,PULLMAN,Club,1050,8.2,6.7,NA,50.1,NA,47.1
201010059,20,14DH1007-27,PULLMAN,Club,1160,8.4,6.1,NA,48.1,NA,46
201010060,20,14DH1122-26,PULLMAN,Club,1205,8.2,3.8,NA,50.5,NA,48.5
201010061,20,13DH0830-9,PULLMAN,Club,1130,8.7,5,NA,50.9,NA,46
201010062,20,13DH0830-13,PULLMAN,Club,1230,8.2,9,NA,48,NA,46.6
201010063,20,14DH1007-7,PULLMAN,Club,1150,7.7,7.3,NA,50.7,NA,47.6
201010064,20,13DH0830-12,PULLMAN,Club,1140,9.4,8.1,NA,49.4,NA,46
201010065,20,14DH1122-44,PULLMAN,Club,1085,8.5,6.4,NA,50,NA,46
201010066,20,14DH1074-64,PULLMAN,Club,1225,8.1,4.7,NA,49.6,NA,49
210100003,21,ARSX12097-8D  ,HARRINGTON,Club,1335,7.4,2.4,78.9,48.4,58.6,49.9
210100004,21,ARSX12015-68CBW,HARRINGTON,Club,1130,9.4,5.8,78.7,47.9,54.9,46.4
210100005,21,WA8317,HARRINGTON,Club,1220,9.8,4.4,85.2,51,58.7,40.6
210100018,21,OR2130755,HARRINGTON,Common,1213,9.2,7,87.4,49.2,65.4,44.5
210100019,21,OR5170022,HARRINGTON,Club,1213,11.3,8.1,88.2,41,58.8,40.5
210100020,21,ORI2190025,HARRINGTON,Common,1381,9.9,10.2,91.6,53.9,63.5,43.8
210100021,21,ID2008,HARRINGTON,Common,1207,8.6,6.4,82,48.3,59.7,44.6
210100023,21,JAMESON,HARRINGTON,Common,1274,8.4,7.9,86.2,50.1,58.1,42.3
210100024,21,WA8331,HARRINGTON,Common,1210,7.3,4.7,86.5,50.5,60.5,45.3
210100025,21,WA8332,HARRINGTON,Common,1208,9.6,8.7,87.2,49.6,60.3,44.7
210100026,21,WA8333,HARRINGTON,Common,1264,8.2,7.9,90.6,51.4,60.9,45
210100027,21,WA8334,HARRINGTON,Common,1254,8.1,9,95.8,54.1,65.7,45.5
210100030,21,CRESCENT,HARRINGTON,Club,1381,6.8,2.4,81.2,48,57.8,50.4
210100036,21,STEPHENS,HARRINGTON,Common,1080,8.6,6.7,88.4,53.1,63.8,42.7
210100039,21,ARSX12097-8D  ,REARDAN,Club,1325,10.7,4.1,83.4,44.8,61.5,47
210100040,21,ARSX12015-68CBW,REARDAN,Club,1107,10.6,6.1,79.4,47.6,57.4,45.7
210100041,21,WA8317,REARDAN,Club,1255,11.6,5.5,85.4,49.1,61.4,40.7
210100054,21,OR2130755,REARDAN,Common,1200,11.3,9.3,87.9,50.4,61.9,45.1
210100055,21,OR5170022,REARDAN,Club,1178,12.7,10.5,88.4,52.7,59.8,42.5
210100056,21,ORI2190025,REARDAN,Common,1133,11.1,10.5,89.6,53.4,63.7,45.1
210100057,21,ID2008,REARDAN,Common,1139,11.6,10.5,91,51.9,65.1,44.3
210100059,21,JAMESON,REARDAN,Common,1225,10.3,13.1,90.6,52.4,63.8,43.9
210100060,21,WA8331,REARDAN,Common,1154,10.5,10.5,86.7,52.5,63,45.2
210100061,21,WA8332,REARDAN,Common,1212,11.1,11.9,86.7,51.9,63.2,46.4
210100062,21,WA8333,REARDAN,Common,1158,9.8,14.2,90.2,53,65.4,45.2
210100063,21,WA8334,REARDAN,Common,1189,9.5,14.2,92,52.9,68.3,45.1
210100066,21,CRESCENT,REARDAN,Club,1264,11.2,5,82.8,50.6,63.3,47.4
210100072,21,STEPHENS,REARDAN,Common,1188,10.8,9,84.5,51.3,62.2,43.1
210100075,21,ARSX12097-8D  ,LAMONT,Club,1242,11,5,82.6,48.4,62.1,47
210100076,21,ARSX12015-68CBW,LAMONT,Club,1187,10.1,6.7,79.4,49.9,59.3,46
210100077,21,WA8317,LAMONT,Club,1171,11.4,6.4,84.6,51.1,60.1,43.2
210100090,21,OR2130755,LAMONT,Common,1063,10,8.4,83.7,49.6,62,45.6
210100091,21,OR5170022,LAMONT,Club,1206,11.1,11,85.3,49.2,61.6,45.4
210100092,21,ORI2190025,LAMONT,Common,1172,10,10.8,87.1,52.7,63.2,43.4
210100095,21,JAMESON,LAMONT,Common,1080,10.9,13.1,89.8,52.4,62.1,45.7
210100096,21,WA8331,LAMONT,Common,1065,9.5,7.6,85.4,52,64.1,46
210100097,21,WA8332,LAMONT,Common,1069,9.8,9.9,84.2,50.6,61.9,47.8
210100098,21,WA8333,LAMONT,Common,1071,10.5,13.7,90.6,54.1,64.8,45.1
210100099,21,WA8334,LAMONT,Common,1141,9.9,13.1,92.6,54.4,65.4,45.1
210100102,21,CRESCENT,LAMONT,Club,1335,10.4,5.3,82.1,49.6,59.8,46.7
210100108,21,STEPHENS,LAMONT,Common,1041,11.2,9.9,87,53.5,63.6,41.2
210100111,21,ARSX12097-8D  ,RITZVILLE,Club,1164,9.7,4.1,82.6,51.1,61.2,47.5
210100112,21,ARSX12015-68CBW,RITZVILLE,Club,1117,10.3,8.7,81.8,50.5,59.4,44.9
210100113,21,WA8317,RITZVILLE,Club,1141,9.9,6.1,87.4,52.6,64.1,42.2
210100126,21,OR2130755,RITZVILLE,Common,1151,9.3,10.2,95.3,52.4,64.8,45.9
210100127,21,ORI2190025,RITZVILLE,Common,1140,10.1,11,96.3,58,69.5,44.6
210100128,21,ID2008,RITZVILLE,Common,1094,10.4,9.9,86.3,50.3,59,44.1
210100130,21,JAMESON,RITZVILLE,Common,1132,10.4,10.2,90.4,53.2,61.2,42.2
210100131,21,WA8331,RITZVILLE,Common,1091,9.8,7.9,90.5,51.9,63.6,45.9
210100132,21,WA8332,RITZVILLE,Common,1076,10.6,10.2,90.1,51.7,61.6,44.3
210100133,21,WA8333,RITZVILLE,Common,1086,9.1,11,95,56.3,67.6,42
210100134,21,WA8334,RITZVILLE,Common,1039,8.9,11.6,100.8,56.9,69.8,42.3
210100137,21,CRESCENT,RITZVILLE,Club,1227,9.6,3.8,85.7,52.6,62.4,46.4
210100143,21,STEPHENS,RITZVILLE,Common,1130,10.1,9.3,88.6,54.5,66.1,40.9
210120004,21,CAMEO,FAIRFIELD,Club,1121,10.7,2.9,76.9,51.4,61.7,47.3
210120005,21,ARS14DH1122-26,FAIRFIELD,Club,1184,10,4.4,79.6,52.7,61.7,42.8
210120006,21,ARSX09500-17CBW,FAIRFIELD,Club,1122,10.2,7.6,79.2,50.4,62,47.4
210120017,21,OR2160243,FAIRFIELD,Common,1141,9.8,11.3,91.4,52.8,66.3,49
210120018,21,OR2160264,FAIRFIELD,Common,996,10.3,11.3,84.3,49.7,60.1,47.2
210120019,21,OR2X2CLP,FAIRFIELD,Common,1196,9.4,11.6,89.2,50.5,63.7,48
210120020,21,ORI2190025,FAIRFIELD,Common,1172,9.8,11.3,93.6,54.3,64.8,46.1
210120021,21,ID2008,FAIRFIELD,Common,1153,9.9,10.5,83.2,50.5,61.3,46.2
210120022,21,INSPIRE,FAIRFIELD,Common,1149,9,7.9,91.3,53.5,73.6,44.2
210120023,21,WA8335,FAIRFIELD,Common,1106,8.9,6.7,82.7,51.4,62.8,45.6
210120024,21,WA8336,FAIRFIELD,Common,1063,9.1,9.6,83.5,52.8,62.6,49.1
210120025,21,WA8337,FAIRFIELD,Common,1053,8,8.4,79.7,50.1,59.9,48.4
210120028,21,CRESCENT,FAIRFIELD,Club,1285,9.6,4.1,81.6,49.5,63.1,50
210120032,21,STEPHENS,FAIRFIELD,Common,1016,9.9,9,84.4,52.4,62,43.5
210120036,21,CAMEO,DUSTY,Club,1160,11.5,4.7,80.3,53.4,61.7,46.3
210120037,21,ARS14DH1122-26,DUSTY,Club,1120,10.5,5.5,84.2,53.6,64.1,38.5
210120038,21,ARSX09500-17CBW,DUSTY,Club,1246,10.6,8.4,82.2,51.1,62.6,46.2
210120049,21,OR2160243,DUSTY,Common,1077,10.8,11.9,87.3,54,61.7,47.1
210120050,21,OR2160264,DUSTY,Common,1042,11.3,11.9,84.8,52.6,60.5,46.3
210120051,21,OR2X2CLP,DUSTY,Common,1116,11.5,11.3,89.8,53.8,62.3,NA
210120052,21,ORI2190025,DUSTY,Common,1174,11,12.2,89.6,54.3,66.6,NA
210120053,21,ID2008,DUSTY,Common,1089,11.1,9.6,86.2,53.5,61.5,44.8
210120054,21,INSPIRE,DUSTY,Common,1171,10.4,8.7,90.8,56.1,65.2,37.3
210120055,21,WA8335,DUSTY,Common,1142,10.2,8.4,85.5,52.2,64.4,42.2
210120056,21,WA8336,DUSTY,Common,1096,9.6,9.9,83.9,53.4,61.5,46.5
210120057,21,WA8337,DUSTY,Common,1105,9.7,11,84.3,52.6,63.4,45
210120060,21,CRESCENT,DUSTY,Club,1298,10.7,5.3,81.3,51.6,59.7,46.7
210120064,21,STEPHENS,DUSTY,Common,1065,11.7,10.2,84.8,56.2,62.5,40.3
210120068,21,CAMEO,MAYVIEW,Club,1264,10.9,4.4,82,51.9,63,50.7
210120069,21,ARS14DH1122-26,MAYVIEW,Club,1179,10.6,5.5,81.1,52.5,62.8,45.9
210120070,21,ARSX09500-17CBW,MAYVIEW,Club,1109,10.4,8.1,78.2,50.4,62.1,49.4
210120081,21,OR2160243,MAYVIEW,Common,1174,10.4,11.6,84.4,49.8,61.3,50.1
210120082,21,OR2160264,MAYVIEW,Common,1055,11.3,13.1,83.9,50.1,61.1,48.2
210120083,21,OR2X2CLP,MAYVIEW,Common,1210,10.6,9.6,83.9,49.9,59.7,46.1
210120084,21,ORI2190025,MAYVIEW,Common,1192,11.4,11.9,87.8,51.1,61.1,48.5
210120085,21,ID2008,MAYVIEW,Common,1108,9.5,9.6,81.9,52.4,61.1,50.1
210120088,21,WA8336,MAYVIEW,Common,1175,10.3,11.9,89.7,52.8,62.6,46.7
210120089,21,WA8337,MAYVIEW,Common,1081,9.7,11,81.2,49.6,61.8,48.4
210120092,21,CRESCENT,MAYVIEW,Club,1248,11,4.7,80.6,50,63,51.4
210120096,21,STEPHENS,MAYVIEW,Common,1113,10.6,8.4,85.8,51.5,62.3,44
210120100,21,CAMEO,WALLA WALLA,Club,1041,10.1,5,80.9,52.2,63.9,50
210120101,21,ARS14DH1122-26,WALLA WALLA,Club,1130,10.1,5.8,84.9,55.7,65.2,45.6
210120102,21,ARSX09500-17CBW,WALLA WALLA,Club,1301,10.3,9.3,82.8,53.8,64.6,48.1
210120108,21,OR2160243,WALLA WALLA,Common,1097,10.6,17.1,91.1,52.9,67.8,47.4
210120109,21,OR2160264,WALLA WALLA,Common,1018,10.2,12.2,86.4,53.2,64.5,49.6
210120110,21,ID2008,WALLA WALLA,Common,1083,9.7,10.8,87.1,52.6,64.9,46.7
210120111,21,INSPIRE,WALLA WALLA,Common,1054,9.3,9.6,91.7,57.6,70.7,42.6
210120112,21,WA8335,WALLA WALLA,Common,1081,9.9,10.2,89.4,56.9,70.6,43.2
210120113,21,WA8336,WALLA WALLA,Common,1083,9.1,9,85.6,55.3,68,47.9
210120114,21,WA8337,WALLA WALLA,Common,1055,9.5,11.9,84.6,54,66.2,44.7
210120117,21,CRESCENT,WALLA WALLA,Club,1121,11.1,5.8,86.7,55.2,65.5,49.3
210120120,21,STEPHENS,WALLA WALLA,Common,1072,10.3,9.9,87.4,55.5,65.6,41.9
210120121,21,OR2130755,WALLA WALLA,Common,1112,9.7,10.5,86.1,51.3,65.1,45.6
210120122,21,OR5170022,WALLA WALLA,Club,1149,11.6,11,87.9,53.5,61.5,45.9
210120123,21,OR2170559,WALLA WALLA,Common,1096,9.9,9.9,85.9,51.4,63.3,44
210120124,21,OR5180071,WALLA WALLA,Club,1139,9.9,5.3,79.1,51,60,45.7
210120125,21,ID1708,WALLA WALLA,Common,1052,9.8,13.7,89.3,54,64.6,42.4
210120131,21,ARSX500-14CBW,WALLA WALLA,Club,1185,9.8,8.1,84,52.9,64.8,48
210130001,21,COOKIE,FAIRFIELD,Common,1136,10.5,14.5,92.1,51.4,70.8,42.5
210130002,21,ID1802S   ,FAIRFIELD,Common,1266,9.6,14.8,85.6,51,67.5,45.8
210130003,21,ID1902S   ,FAIRFIELD,Common,1331,9.3,13.9,85.4,51.2,67.5,45.8
210130004,21,JD,FAIRFIELD,Club,1237,9.4,7.3,81.4,51.4,65.7,44.7
210130005,21,LOUISE,FAIRFIELD,Common,1275,8.6,12.8,85.3,50.3,68.9,42.6
210130008,21,LOCHAVEN,FAIRFIELD,Common,1069,9.2,10.8,84,50.2,63.1,43.1
210130009,21,WA8321,FAIRFIELD,Common,1322,7.7,10.5,84.7,52.8,69.2,46
210130010,21,ROGER,FAIRFIELD,Club,1288,8.3,8.4,80.2,50.7,66.5,47
210130011,21,WA8352,FAIRFIELD,Common,1412,8.6,10.2,87.7,53.3,70.3,45
210130012,21,WA8353,FAIRFIELD,Common,1305,8.6,8.4,81.4,52.2,63.8,47
210130013,21,WA8354,FAIRFIELD,Common,1265,9,9.6,86.4,50.3,69,45.1
210130014,21,WB6211CLP,FAIRFIELD,Common,1245,9.8,12.8,97.4,55.1,77.9,40.9
210130016,21,YS605,FAIRFIELD,Common,1285,9.1,11.3,84.6,51.9,68.6,43.4
210130020,21,JD,FARMINGTON,Club,1149,10.1,7.6,83.4,52.4,65.1,41.9
210130026,21,ROGER,FARMINGTON,Club,1217,9.1,9.3,80.6,50.8,64.5,44.3
210130036,21,JD,PULLMAN,Club,1143,9.7,8.1,78.8,50.6,62.6,47.3
210130042,21,ROGER,PULLMAN,Club,1169,8.8,9.3,80.3,50.6,62.8,48.1
210130051,21,JD,ST JOHN,Club,1118,9.7,7.3,79.4,50.7,60.2,44.5
210130057,21,ROGER,ST JOHN,Club,1241,9.5,8.4,79.9,49.3,63.2,47.1
210130067,21,JD,PALOUSE,Club,1181,9.6,8.7,83.1,52.5,63.2,46.8
210130073,21,ROGER,PALOUSE,Club,1231,8.8,8.4,81.7,51.2,66.1,49.4
210130083,21,JD,MAYVIEW,Club,1210,10.4,7.6,78.8,49.9,59.1,46
